price,bedrooms,bathrooms,waterfront,grade,zipcode,lat,log_sqft_living,log_sqft_living15
1970000.0,4,3.5,0.0,10,98004,47.5876,8.382518288089635,7.992944547318106
1960000.0,5,4.5,0.0,11,98040,47.5632,8.732304571033183,8.216088098632316
1960000.0,3,1.75,1.0,8,98040,47.5287,8.110727582974489,8.224163512637862
1960000.0,4,4.0,0.0,12,98005,47.6422,8.39615486303918,8.268731832117737
1960000.0,4,2.75,1.0,8,98034,47.7165,8.045588280803528,7.874739125171811
1950000.0,4,2.5,0.0,8,98155,47.7364,8.143226750367445,8.061486866871327
1950000.0,3,2.5,0.0,10,98034,47.6982,7.828038032125829,7.940939762327791
1950000.0,4,4.0,0.0,11,98004,47.6165,8.453187861440325,7.937374696163295
1950000.0,4,3.5,0.0,10,98039,47.6209,8.310169021981912,8.029432840581244
1950000.0,4,3.75,0.0,9,98039,47.638999999999996,8.330863613224745,8.276394704863307
1950000.0,7,3.5,0.0,11,98040,47.5666,8.442469645220301,8.080237416216702
1950000.0,4,2.75,0.0,10,98004,47.6042,8.299037181613066,8.055157731819678
1950000.0,4,3.25,0.0,12,98045,47.4548,8.911934336161426,8.632305998516742
1940000.0,4,5.75,0.0,12,98053,47.7097,8.884610231886873,7.893572073504902
1940000.0,5,2.25,0.0,9,98004,47.6458,8.045588280803528,8.226840890408578
1940000.0,5,3.5,0.0,10,98004,47.5933,8.349957272040324,8.006367567650246
1930000.0,4,3.75,0.0,9,98112,47.6308,8.1886891244442,8.202482446576537
1930000.0,3,4.5,0.0,11,98199,47.6413,8.281470857895167,8.022896869601457
1930000.0,4,3.25,0.0,11,98004,47.6377,8.361708288575842,8.13739583005665
1930000.0,5,4.25,0.0,11,98144,47.5789,8.482601746646619,8.405143687607614
1920000.0,4,2.5,0.0,9,98039,47.64,8.029432840581244,8.237479288613633
1920000.0,5,5.75,0.0,12,98077,47.7615,8.952864141581468,7.886081401775745
1910000.0,4,3.0,0.0,10,98112,47.6342,8.40290404501411,8.048788283534199
1910000.0,4,3.5,0.0,11,98039,47.6206,8.345217926676428,8.166216268592143
1900000.0,4,3.25,0.0,11,98006,47.5423,8.533066540572527,8.46168048148598
1900000.0,5,4.5,0.0,12,98005,47.6568,8.548691858475609,8.468002947225466
1900000.0,6,4.0,1.0,8,98144,47.5924,8.013012110368916,8.210668031162976
1900000.0,4,2.25,1.0,10,98040,47.5395,8.013012110368916,8.266164436612492
1900000.0,3,2.5,1.0,10,98074,47.6318,7.948031990637284,7.948031990637284
1900000.0,2,2.75,1.0,12,98166,47.4485,8.213381737034572,7.745002803515839
1900000.0,4,2.5,0.0,11,98144,47.593,8.029432840581244,7.799753318287247
1900000.0,5,4.25,0.0,11,98040,47.5758,8.781094735202615,8.40737832540903
1900000.0,3,2.5,0.0,10,98004,47.6501,7.886081401775745,7.886081401775745
1900000.0,5,2.25,0.0,9,98004,47.6458,8.045588280803528,8.226840890408578
1900000.0,4,2.5,0.0,9,98004,47.6154,8.210668031162976,8.134467570277563
1900000.0,4,4.5,0.0,10,98004,47.6358,8.299037181613066,7.580699752224563
1900000.0,4,2.75,0.0,9,98004,47.6185,8.361708288575842,8.185907481482324
1900000.0,3,3.75,0.0,10,98112,47.6387,8.055157731819678,7.828038032125829
1900000.0,4,3.25,0.0,11,98005,47.6392,8.326032685955079,8.0519780789023
1890000.0,5,3.5,0.0,11,98004,47.5873,8.338066525518801,7.989560449333865
1890000.0,4,4.25,0.0,10,98004,47.6332,8.36287583103188,7.358830898342354
1880000.0,3,2.75,0.0,9,98039,47.6144,7.8709295967551425,8.131530710604252
1880000.0,5,3.5,0.0,10,98006,47.5382,8.391629968440892,8.663887570567042
1880000.0,3,2.5,1.0,11,98199,47.6699,8.09559870137819,8.169053149927343
1880000.0,4,2.75,0.0,10,98039,47.6245,8.089482474360754,8.15478757276852
1880000.0,5,3.5,0.0,9,98115,47.6789,8.387084506069217,7.9157131993821155
1880000.0,4,3.25,0.0,10,98004,47.6259,8.276394704863307,7.484368643286131
1880000.0,5,3.25,0.0,9,98122,47.617,8.32117830749028,8.266164436612492
1880000.0,4,5.0,0.0,10,98033,47.6878,8.667335849845957,8.009695357742922
1870000.0,6,2.75,0.0,10,98105,47.6626,8.40290404501411,7.919356190660617
1870000.0,4,2.5,0.0,9,98004,47.5988,7.989560449333865,8.089482474360754
1870000.0,5,4.0,0.0,10,98040,47.5309,8.414052432496725,8.163371316459912
1870000.0,4,3.75,0.0,11,98039,47.6351,8.240121298076472,7.886081401775745
1860000.0,5,3.25,0.0,9,98105,47.6708,8.62515033292133,8.061486866871327
1860000.0,4,5.25,0.0,10,98024,47.5605,8.564076777315087,7.5652752818989315
1850000.0,4,3.25,0.0,9,98122,47.61600000000001,7.975908360165538,8.039157390473237
1850000.0,4,3.25,0.0,10,98004,47.6235,8.333270353255308,7.517520850603031
1850000.0,4,2.5,1.0,8,98006,47.5571,8.323608442343572,8.194229304819817
1850000.0,5,2.25,1.0,9,98075,47.5784,7.937374696163295,8.077136638538454
1850000.0,5,3.25,0.0,9,98112,47.6341,8.210668031162976,8.022896869601457
1850000.0,4,3.25,0.0,8,98109,47.6353,8.15478757276852,7.696212639346407
1850000.0,4,2.5,1.0,11,98155,47.7404,8.250620082174692,8.03268487596762
1840000.0,4,3.25,0.0,10,98040,47.5707,8.32845106681936,7.673223121121708
1840000.0,4,3.5,0.0,12,98006,47.5447,8.490849216076635,8.517193191416238
1830000.0,4,4.25,0.0,11,98029,47.559,8.411832675758411,8.016317898503415
1830000.0,3,3.75,0.0,11,98004,47.6055,8.704502289721232,8.303999970955196
1820000.0,4,4.5,0.0,12,98077,47.7283,8.80086724247048,8.438149984075784
1820000.0,4,4.5,0.0,12,98029,47.5592,8.760923376338836,8.019612794400267
1820000.0,5,3.0,0.0,10,98040,47.5467,8.263590432617319,8.151909872940905
1820000.0,3,2.25,0.0,9,98004,47.6395,8.110727582974489,7.962067308753666
1820000.0,4,4.5,0.0,12,98033,47.6491,8.414052432496725,7.696212639346407
1810000.0,5,2.5,0.0,11,98004,47.6377,8.354674261918463,8.194229304819817
1810000.0,3,2.25,0.0,9,98199,47.6534,7.975908360165538,7.7706452341291765
1810000.0,3,3.5,0.0,9,98112,47.6394,8.237479288613633,8.237479288613633
1800000.0,4,3.5,0.0,9,98039,47.6338,8.40290404501411,7.590852123688581
1800000.0,4,3.5,0.0,12,98027,47.5016,8.759354748566208,7.306531398939505
1800000.0,4,3.5,0.0,12,98005,47.6399,8.276394704863307,8.354674261918463
1800000.0,5,3.25,0.0,10,98040,47.5536,8.569785641535407,8.174702882469461
1800000.0,5,3.75,1.0,8,98155,47.7519,8.371010681238156,7.560080465021827
1800000.0,3,3.25,0.0,11,98053,47.6671,8.573573524852344,8.229511118964457
1800000.0,5,2.75,0.0,9,98004,47.6267,7.965545573129992,8.229511118964457
1800000.0,3,3.0,1.0,10,98006,47.5466,7.933796874815411,8.0519780789023
1800000.0,5,4.5,0.0,11,98004,47.6232,8.389359819906353,7.673223121121708
1800000.0,5,5.0,0.0,10,98004,47.5974,8.4096079807363,7.820037989458753
1800000.0,5,3.25,0.0,10,98004,47.6312,8.266164436612492,8.146129510025405
1800000.0,4,3.25,0.0,11,98040,47.581,8.308938252595778,8.077136638538454
1800000.0,4,3.5,0.0,9,98112,47.6356,8.15478757276852,7.8709295967551425
1800000.0,4,2.5,0.0,10,98112,47.6263,8.107720061910534,8.210668031162976
1790000.0,5,3.75,0.0,10,98033,47.6936,8.38022733634308,7.893572073504902
1790000.0,4,3.5,0.0,12,98006,47.5511,8.610683534503575,8.364042011922063
1780000.0,4,3.25,0.0,13,98059,47.5303,8.494947582468917,8.663887570567042
1780000.0,3,2.25,0.0,10,98004,47.6368,8.371010681238156,8.140315540159985
1780000.0,4,3.25,0.0,10,98004,47.5877,8.281470857895167,8.006367567650246
1780000.0,4,3.25,0.0,11,98109,47.6292,8.224163512637862,8.224163512637862
1780000.0,3,3.25,0.0,10,98199,47.6348,8.080237416216702,8.016317898503415
1770000.0,4,3.5,0.0,12,98053,47.6605,8.601534339849989,8.482601746646619
1770000.0,3,2.5,0.0,9,98004,47.6199,7.855544677915663,7.787382026484701
1770000.0,4,3.25,0.0,10,98004,47.5873,8.289037098278483,7.803843303538772
1760000.0,3,2.25,0.0,10,98039,47.6189,8.026170194946426,8.163371316459912
1760000.0,4,4.0,0.0,12,98177,47.7469,8.258422462458876,8.391629968440892
1760000.0,3,2.0,0.0,9,98112,47.6317,7.7664168980196555,7.723120092266331
1760000.0,4,5.0,0.0,12,98006,47.5524,8.708639655987193,8.494947582468917
1750000.0,4,2.5,0.0,8,98004,47.6295,8.271292652979412,7.979338895262328
1750000.0,4,2.75,0.0,10,98004,47.6322,8.177515823846075,8.143226750367445
1750000.0,4,3.5,0.0,10,98004,47.6354,8.254528881939745,7.444248649496705
1750000.0,6,3.0,0.0,10,98112,47.6263,8.163371316459912,8.146129510025405
1750000.0,6,4.25,0.0,10,98006,47.5382,8.675904882571059,8.663887570567042
1750000.0,4,4.5,0.0,11,98004,47.6349,8.444622498581403,7.444248649496705
1750000.0,4,3.25,0.0,10,98115,47.6849,8.14902386805177,8.016317898503415
1750000.0,5,3.25,0.0,10,98006,47.538000000000004,8.663887570567042,8.663887570567042
1740000.0,5,3.5,0.0,10,98144,47.5832,8.490849216076635,8.077136638538454
1740000.0,4,2.25,0.0,9,98112,47.63800000000001,7.979338895262328,8.414052432496725
1740000.0,4,2.25,0.0,9,98105,47.6565,8.019612794400267,7.962067308753666
1740000.0,4,3.5,0.0,10,98004,47.5891,8.296546520300614,7.533693709848633
1740000.0,4,3.75,0.0,10,98105,47.6561,8.101677747454572,8.101677747454572
1740000.0,5,3.25,0.0,9,98033,47.6802,8.276394704863307,7.620705086838262
1740000.0,3,2.5,0.0,10,98177,47.7624,8.368693183097793,8.245384468120747
1730000.0,4,3.5,0.0,10,98040,47.5472,8.39840965542627,8.352318548226004
1730000.0,4,3.0,0.0,10,98004,47.6212,8.216088098632316,8.03268487596762
1730000.0,4,2.25,0.0,9,98122,47.6149,8.151909872940905,8.009695357742922
1730000.0,5,3.5,0.0,10,98040,47.5665,8.517193191416238,8.11969625295725
1720000.0,4,2.5,0.0,10,98112,47.6325,8.029432840581244,8.06777619577889
1720000.0,5,4.0,0.0,10,98033,47.6647,8.431635303054591,8.116715624819111
1720000.0,4,3.75,0.0,10,98112,47.6315,8.4096079807363,8.23217423638394
1710000.0,5,3.0,0.0,9,98040,47.5473,8.364042011922063,8.174702882469461
1710000.0,3,3.25,0.0,10,98109,47.6299,7.986164860332727,8.389359819906353
1710000.0,5,2.5,0.0,9,98039,47.6176,7.886081401775745,8.283999304248526
1710000.0,5,4.5,0.0,10,98033,47.663999999999994,8.431635303054591,8.016317898503415
1710000.0,3,3.0,1.0,10,98116,47.5596,7.820037989458753,7.855544677915663
1700000.0,3,2.75,1.0,10,98052,47.6361,7.940939762327791,8.045588280803528
1700000.0,5,3.0,0.0,9,98103,47.6542,8.107720061910534,7.753623546559746
1700000.0,4,3.5,0.0,11,98112,47.6221,8.281470857895167,7.620705086838262
1700000.0,2,2.25,0.0,10,98109,47.6291,8.061486866871327,7.9996785794994505
1700000.0,5,4.5,0.0,11,98040,47.5846,8.554488976159934,8.40290404501411
1700000.0,3,2.0,0.0,10,98122,47.6055,7.8632667240095735,7.8898337513942955
1700000.0,4,3.5,0.0,10,98004,47.599,8.250620082174692,7.691656822810547
1700000.0,4,3.75,1.0,10,98178,47.5115,8.06777619577889,7.736307096548285
1700000.0,4,3.0,0.0,9,98004,47.6257,8.1886891244442,7.8709295967551425
1700000.0,5,5.0,0.0,11,98040,47.5829,8.503094267036737,8.016317898503415
1700000.0,3,4.0,0.0,10,98199,47.6393,8.271292652979412,7.969011781106478
1700000.0,3,3.25,0.0,12,98040,47.5749,8.333270353255308,8.098642843759418
1700000.0,4,3.5,0.0,11,98040,47.5315,8.373322820996535,8.253227645581772
1700000.0,4,3.5,0.0,11,98027,47.478,8.311398278436641,8.013012110368916
1700000.0,5,2.75,0.0,10,98004,47.6039,8.245384468120747,7.6544432264701125
1700000.0,5,2.0,1.0,8,98008,47.5883,7.824046010856292,7.539027055823995
1700000.0,4,4.5,0.0,11,98006,47.56,8.258422462458876,8.229511118964457
1700000.0,4,2.75,0.0,9,98144,47.5849,8.234830280442056,8.006367567650246
1700000.0,5,4.75,0.0,10,98004,47.6232,8.27893600229198,7.554858521040676
1700000.0,4,3.75,0.0,10,98004,47.5963,8.107720061910534,7.352441100243583
1700000.0,5,3.5,0.0,11,98004,47.606,8.674196940225903,8.083328608786376
1690000.0,3,1.75,0.0,9,98105,47.6569,8.131530710604252,8.070906088787819
1690000.0,4,2.5,0.0,9,98105,47.6571,8.006367567650246,7.855544677915663
1690000.0,4,4.0,0.0,12,98006,47.55,8.517193191416238,8.425077902508432
1690000.0,4,3.5,0.0,11,98004,47.6462,8.299037181613066,8.276394704863307
1690000.0,3,3.25,0.0,11,98053,47.6671,8.573573524852344,8.229511118964457
1680000.0,6,2.25,0.0,10,98102,47.6458,8.499029220788566,8.09559870137819
1680000.0,4,3.75,0.0,11,98006,47.5571,8.938531648680692,7.951559331155252
1680000.0,5,5.25,0.0,9,98040,47.5858,8.482601746646619,7.965545573129992
1680000.0,5,3.25,0.0,9,98004,47.6291,8.425077902508432,8.128585200374497
